season,date,team1id,team1home,team1pts,team1fgm,team1fga,team13ptm,team13pta,team1ftm,team1fta,team1oreb,team1dreb,team1ast,team1stl,team1blk,team1to,team1pf,team2id,team2home,team2pts,team2fgm,team2fga,team23ptm,team23pta,team2ftm,team2fta,team2oreb,team2dreb,team2ast,team2stl,team2blk,team2to,team2pf,team1_games_played,team1_wins,team1_losses,team1_win_pct,team1_days_since_last_game,team1_opp_win_pct_mean,team1_opp_win_pct_weighted,team1_pts_for_pg,team1_pts_against_pg,team1_fgm_pg,team1_fga_pg,team1_tpm_pg,team1_tpa_pg,team1_ftm_pg,team1_fta_pg,team1_oreb_pg,team1_dreb_pg,team1_ast_pg,team1_stl_pg,team1_blk_pg,team1_to_pg,team1_pf_pg,team1_poss_pg,team1_opp_poss_pg,team1_off_eff,team1_def_eff,team1_efg_pct,team1_tov_rate,team1_oreb_rate,team1_ft_rate,team1_weighted_pts_for_pg,team1_weighted_pts_against_pg,team1_weighted_poss_pg,team1_weighted_opp_poss_pg,team1_weighted_off_eff,team1_weighted_def_eff,team1_weighted_efg_pct,team1_weighted_tov_rate,team1_weighted_oreb_rate,team1_weighted_ft_rate,team1_weighted_win_pct,team2_games_played,team2_wins,team2_losses,team2_win_pct,team2_days_since_last_game,team2_opp_win_pct_mean,team2_opp_win_pct_weighted,team2_pts_for_pg,team2_pts_against_pg,team2_fgm_pg,team2_fga_pg,team2_tpm_pg,team2_tpa_pg,team2_ftm_pg,team2_fta_pg,team2_oreb_pg,team2_dreb_pg,team2_ast_pg,team2_stl_pg,team2_blk_pg,team2_to_pg,team2_pf_pg,team2_poss_pg,team2_opp_poss_pg,team2_off_eff,team2_def_eff,team2_efg_pct,team2_tov_rate,team2_oreb_rate,team2_ft_rate,team2_weighted_pts_for_pg,team2_weighted_pts_against_pg,team2_weighted_poss_pg,team2_weighted_opp_poss_pg,team2_weighted_off_eff,team2_weighted_def_eff,team2_weighted_efg_pct,team2_weighted_tov_rate,team2_weighted_oreb_rate,team2_weighted_ft_rate,team2_weighted_win_pct,diff_games_played,sum_games_played,diff_wins,sum_wins,diff_losses,sum_losses,diff_win_pct,sum_win_pct,diff_days_since_last_game,sum_days_since_last_game,diff_opp_win_pct_mean,sum_opp_win_pct_mean,diff_opp_win_pct_weighted,sum_opp_win_pct_weighted,diff_pts_for_pg,sum_pts_for_pg,diff_pts_against_pg,sum_pts_against_pg,diff_fgm_pg,sum_fgm_pg,diff_fga_pg,sum_fga_pg,diff_tpm_pg,sum_tpm_pg,diff_tpa_pg,sum_tpa_pg,diff_ftm_pg,sum_ftm_pg,diff_fta_pg,sum_fta_pg,diff_oreb_pg,sum_oreb_pg,diff_dreb_pg,sum_dreb_pg,diff_ast_pg,sum_ast_pg,diff_stl_pg,sum_stl_pg,diff_blk_pg,sum_blk_pg,diff_to_pg,sum_to_pg,diff_pf_pg,sum_pf_pg,diff_poss_pg,sum_poss_pg,diff_opp_poss_pg,sum_opp_poss_pg,diff_off_eff,sum_off_eff,diff_def_eff,sum_def_eff,diff_efg_pct,sum_efg_pct,diff_tov_rate,sum_tov_rate,diff_oreb_rate,sum_oreb_rate,diff_ft_rate,sum_ft_rate,diff_weighted_pts_for_pg,sum_weighted_pts_for_pg,diff_weighted_pts_against_pg,sum_weighted_pts_against_pg,diff_weighted_poss_pg,sum_weighted_poss_pg,diff_weighted_opp_poss_pg,sum_weighted_opp_poss_pg,diff_weighted_off_eff,sum_weighted_off_eff,diff_weighted_def_eff,sum_weighted_def_eff,diff_weighted_efg_pct,sum_weighted_efg_pct,diff_weighted_tov_rate,sum_weighted_tov_rate,diff_weighted_oreb_rate,sum_weighted_oreb_rate,diff_weighted_ft_rate,sum_weighted_ft_rate,diff_weighted_win_pct,sum_weighted_win_pct,home_indicator,pred_team1pts,pred_team2pts,team1_diff,team2_diff,spread_diff,score
2025,2025-02-05,2752,True,74.0,25,49,7,18,17,19,4,27,18,7,1,16,12,46,False,69.0,27,55,7,23,8,13,3,21,19,7,5,13,18,0.92014086,0.93690485,0.53536123,0.22527519,0.5861581,1.1936895,1.2373853,0.5007109,0.27443925,0.28774545,0.20391445,0.7765442,0.4529251,0.7529403,0.2995019,-0.64415985,0.3068566,0.9131055,0.41818318,-0.2723646,-0.56269014,-0.35904598,0.22862452,0.20941152,0.49728325,0.2762069,0.39735216,-0.5969824,-0.47789842,0.26349282,0.46630457,0.30481115,0.23321043,0.2132566,0.4568404,0.30342543,0.35111135,-0.589741,-0.49220434,0.27169257,0.121213704,0.9250747,1.1303706,0.3302666,0.56942874,0.18712448,0.6965937,0.7370215,0.2523737,0.028878085,0.5190236,0.42839646,0.043843057,0.3557124,-0.5189542,-0.6111928,0.34173653,0.35175356,0.43107074,0.7484256,0.68043727,-0.057224568,-0.43332356,0.18048126,0.21110749,0.34985262,0.0889143,0.32276744,0.017365418,0.45786092,-0.7019265,0.19828424,0.044351067,0.16894165,0.20197074,0.30446017,0.11368652,0.28764513,0.042540044,0.4290996,-0.7060244,0.4285667,-0.10779654,0.9318819,-0.32152045,1.1017139,0.25288606,0.47205174,-0.30141255,0.50002253,0.23136443,0.432318,0.45940113,1.067078,0.4673199,1.1089618,0.17341062,0.41680565,0.20156775,0.15892197,-0.30689076,0.4770097,-0.29935932,0.375949,0.59778184,0.47494763,0.033265837,0.47976297,1.1211376,0.09263552,0.8399194,-0.22327976,-0.8513242,-0.14164951,-0.10805129,0.3806198,0.35693207,0.77729446,-0.32748216,0.73529756,-0.7811106,0.2594493,-0.40437165,-0.33807617,0.14429511,-0.4713549,-0.0018875074,0.22931722,-0.05413931,0.23914516,0.056522485,0.46899417,0.14329742,0.19603363,-0.004565931,0.4036785,-0.5229762,-0.3049053,-0.88419044,0.03125697,0.88537955,-0.30026966,0.20172286,0.36518225,0.21066502,0.18447353,0.015388747,0.22431183,-0.040190894,0.23530506,0.07129695,0.4203028,0.13982715,0.22551757,-0.006935862,0.35833898,-0.5418906,-0.28504288,-0.86578274,0.005183547,0.8951379,-0.29838043,-0.26372376,0.3486212,0.32117662,73.87757,68.70675,-0.122428894,-0.29325104,0.17082214,0.20829882
2020,2020-01-11,2198,True,78.0,22,57,7,23,27,35,13,19,12,8,3,10,21,2565,False,72.0,25,50,6,16,16,25,9,25,14,4,2,17,26,0.2507498,-0.42318395,0.9266045,-0.8214467,-0.9274899,-0.042439595,-0.06874892,0.290144,0.6362505,0.23657599,0.8185926,0.8367242,1.3978212,0.038008146,-0.05982709,0.13783777,-0.00810866,-0.28728253,1.547645,-0.6672556,0.6440327,0.32927576,0.8182408,0.75848854,-0.23160999,0.13189198,-0.19367227,0.15010431,-0.40923402,-0.4630641,0.27515823,0.6563804,0.79717433,0.7393031,-0.23000906,0.16605175,-0.20518422,0.11575609,-0.36799332,-0.47840267,-0.8254258,0.27393088,-0.5255698,1.1082819,-0.82461154,-0.6888011,0.073391676,0.06359312,0.039600346,0.4651293,0.2733362,0.32351455,-0.13158433,0.022643529,-0.5897754,-0.5473438,-0.56242156,0.11745176,0.35261235,-0.08999428,-0.040424187,0.14616281,0.5443664,0.33239937,0.31138086,-0.012726252,0.44289732,0.1775412,0.10069936,-0.52506447,-0.5814036,0.09209921,0.4753153,0.34737954,0.33501086,0.026643522,0.42923206,0.21521851,0.0792228,-0.52908707,-0.48680684,-0.818243,-0.10779654,0.26512936,0.16736884,-0.50571495,-0.23403141,1.1107198,0.030955127,-1.0265855,0.017478915,-0.961874,-0.12203349,0.019618731,-0.14062746,-0.000599901,0.21850005,0.17432505,0.038770936,0.62667674,-0.08541799,0.29539928,0.365381,0.6196394,0.80847955,0.39667532,1.1435164,0.7890018,0.59086233,-0.35602674,0.47626758,-0.3832428,0.6436937,-0.2860596,-0.1358421,0.06971259,-0.5937221,0.065466814,1.3116271,0.8532954,-0.511501,-0.4456558,0.38193774,0.43962505,-0.2826804,0.52774775,0.35088512,0.6206145,0.32183662,0.57701,-0.201157,-0.12428207,-0.37951222,0.3502007,-0.38150167,0.013946541,0.023284465,0.1443868,0.17893872,-0.5531808,0.16367143,-0.6333422,0.1465508,0.19978365,0.04488144,0.6435676,0.31481794,0.61986494,0.2775308,0.58271044,-0.2451737,-0.09877565,-0.334636,0.35842782,-0.43478987,0.031893276,0.016321192,0.11243064,0.21837945,-0.53379333,0.06111025,-0.58177537,0.021548223,-1.0305367,0.32117662,77.84559,71.7043,-0.15441132,-0.29570007,0.14128876,0.20916015
2012,2012-01-07,2010,True,65.0,20,39,7,13,18,31,9,25,10,6,5,17,19,2029,False,62.0,21,48,6,12,14,28,10,16,6,12,2,13,24,-0.3070761,-0.9332172,0.53536123,-1.3127652,-0.9274899,-0.40161264,-0.41250193,-0.4717762,0.50225985,-0.30697945,0.31861746,-1.0236197,-0.34707332,-0.45631647,-0.24582142,0.30414495,-0.3290356,-0.8262322,0.31550494,-0.042609885,0.6627901,1.1880876,0.3269565,0.22897042,-0.59243244,0.49217018,-0.566842,0.5630659,-0.12591024,-0.33506554,-0.51653177,0.47856924,0.29924235,0.19703996,-0.6172412,0.49971527,-0.5961844,0.5446615,-0.1399979,-0.40617394,-1.4051844,-0.59426093,-1.187946,0.3302666,-1.7266376,-0.2508383,0.86466,0.7640423,-0.3401095,0.7087053,-0.19020985,0.121818535,-0.6719005,-0.3930333,-0.52375555,-0.44433397,0.20002866,-0.36917505,-0.6859645,0.113820516,0.19510476,1.1451916,-0.11640292,0.26745358,0.2759752,-0.34432256,0.7304465,-0.15036993,1.1830443,0.15644963,-0.34955126,-0.32468835,0.72664654,0.2838293,0.28937957,-0.3419098,0.73400515,-0.13657573,1.2007778,0.14996797,-0.33285156,-1.7200028,1.0614167,-0.45718595,0.41181353,-1.1308262,0.25288606,0.47205174,0.3983088,-1.9007968,-0.41029206,-0.6520536,-1.3380387,0.28541997,-1.2632874,0.21962409,-0.050157055,-0.45719498,-0.33696222,0.7161989,-0.068115495,-0.27953377,0.14681941,0.23856625,-0.22350863,-1.0212601,0.091118015,-0.44512668,0.11520762,-0.5926501,0.22072822,-0.42132926,0.061087113,0.30054396,0.107103735,-0.4030933,-0.031197207,-0.8912364,0.15076174,0.26028106,-0.195003,0.096732534,-0.60447633,1.1020498,1.108434,0.55264133,-0.013360782,0.33391282,-0.110789284,0.29028648,-0.15168223,-0.5133079,-0.38452104,0.71584165,-0.34880915,-0.38076136,-0.74207616,1.0606894,-0.26951337,0.030884879,0.051023792,-0.412766,-0.10738441,-0.47075564,-0.3763454,0.7157329,-0.056663625,0.3306281,-0.15445003,0.2829916,-0.177106,-0.5243226,-0.38225058,0.72152334,-0.39103633,-0.38696656,-0.77457297,1.063062,-0.274692,0.019136418,-0.02426251,-0.44244754,0.31298932,-1.9635698,0.32117662,65.22694,61.945198,0.22693634,-0.05480194,0.28173828,0.2112501
2026,2026-03-12,189,False,76.0,30,57,5,17,11,19,8,23,15,8,1,11,14,2649,False,77.0,31,61,8,16,7,13,11,23,11,7,3,11,14,1.9242274,1.7869604,1.3178477,0.1866864,0.5861581,0.23784262,0.30720007,0.7767898,0.3518873,0.77683014,0.4842862,0.3065839,0.3296865,0.70338917,0.47541282,-0.20995772,0.40685585,0.2951308,1.4602029,0.1352649,-0.520738,-0.014290153,0.4126417,0.36218905,0.59388775,0.20952526,0.48195586,-0.673364,-0.19966587,0.21775232,0.66308665,0.420005,0.3696338,0.31321993,0.5221079,0.32406747,0.41668284,-0.66877675,-0.26991844,0.16484612,0.06671093,1.9017905,1.6271527,1.4972894,0.25200027,0.18712448,0.5986636,0.6308145,0.78416103,0.610336,0.9642822,0.5710151,0.3589331,0.2293904,0.23099951,-0.085461065,0.044805896,0.12849818,0.85798097,0.5559671,-0.118933834,-0.69037056,-0.48170027,0.2909316,0.29146612,0.7833905,0.6124005,0.6131284,-0.7197918,0.17118376,-0.30518705,0.7857624,0.58780235,0.2705406,0.27457204,0.80737317,0.60694265,0.64423037,-0.79897326,0.113976546,-0.3713608,0.29280227,-0.10779654,1.9320108,0.16736884,1.8161266,-0.23403141,1.5364985,-0.06215305,0.27441952,0.23136443,0.432318,-0.4036675,0.48226702,-0.37517586,0.53668797,-0.16548634,0.8940378,-0.35856703,0.5755862,-0.35310522,1.0120993,-0.20992178,0.6084474,-0.07800393,0.40735757,0.052806363,0.3302228,0.36878234,0.54466856,0.4820802,0.2110102,-0.21467987,-0.08921862,0.22648029,0.29200298,-0.59325707,0.7075635,0.67199093,1.2236853,0.20808783,0.009834012,0.26496178,-0.729123,0.48087204,-0.32047498,0.036307655,0.39167124,-0.009470071,0.36662185,-0.35797152,0.78923357,-0.5008894,0.49790007,-0.25952026,0.62908953,0.17163122,-0.82049525,-0.34888878,0.0003423101,0.47123224,-0.07229781,-0.2698046,0.83696836,-0.27656305,0.5957695,0.021232376,0.35729912,-0.03383383,0.33151853,-0.45285612,0.76845527,-0.39457616,0.5517541,-0.35497263,0.61591804,0.2565962,-0.86967325,-0.35119554,-0.07391786,0.489158,-0.14455266,-0.19324608,0.22828904,-3.1135142,75.73612,76.99171,-0.26387787,-0.008293152,-0.25558472,0.21215078
2026,2026-02-13,27,True,68.0,26,46,7,19,9,14,5,20,15,5,4,17,18,2540,False,76.0,26,55,10,22,14,19,11,17,14,6,0,11,15,1.0317061,0.08684935,1.709091,-0.6886328,0.5861581,0.33308282,0.32176837,0.2490666,0.6874117,0.20009828,0.28483397,0.33241898,0.67652726,0.24185996,0.06917924,-0.04662309,0.10641252,-0.22870111,-0.55413616,0.359461,-0.04074632,0.21183579,0.2550438,0.21873268,0.21012054,0.69396037,0.15915197,-0.085350476,-0.076073125,-0.015894042,0.23370518,0.7349275,0.28037328,0.23803891,0.17017055,0.7218108,0.08911131,-0.10683819,-0.037857823,-0.061399195,-0.8210187,1.1421226,1.4615586,0.3302666,0.6787653,0.18712448,0.43215796,0.46145892,0.67867494,0.3965907,0.5561285,0.20787542,1.1120005,0.7992182,0.62939006,0.31731465,0.10966427,0.20156018,0.6207894,0.368589,-0.48531216,-0.111802265,0.12663879,0.17633978,0.19322582,0.80245316,0.49394467,0.75110126,-0.03670437,0.47524732,0.34490228,0.6692196,0.3906466,0.17121619,0.18781836,0.79821396,0.49324647,0.7823101,-0.0007050665,0.4292463,0.25849867,0.67933756,-0.4975343,1.0985701,-2.0326328,0.833809,1.7136384,1.1107198,-1.1431062,0.011386901,0.23136443,0.432318,-0.12786439,0.43718204,-0.1744046,0.44583908,-0.5258729,0.55588627,0.15590538,0.60836154,-0.42580196,0.45487756,0.020164777,0.27632847,-0.74897504,0.9068423,-0.2096587,0.88895184,-0.39455223,0.5392717,-0.24709558,0.24145322,-0.14172715,0.044661798,-0.124551654,0.18207647,-0.80798745,0.2680611,-0.76645005,-0.08581968,0.69197303,-0.08105008,0.078675985,-0.094786614,0.046852585,0.19428442,0.02640795,0.23986298,-0.025378158,0.23238577,-0.7380074,0.6084686,0.057387166,0.6658898,-0.71439606,0.55295205,-0.034409184,-0.06885091,-0.55142486,0.25940722,-0.34007668,0.21166055,-0.5285237,0.5423444,0.20259139,0.62878144,0.05484186,0.2493171,-0.0019121786,0.23864067,-0.76992756,0.5860089,0.0830345,0.6791432,-0.8138213,0.5374635,-0.08952066,-0.05706413,-0.47018838,0.25107107,-0.29593393,0.13075411,-1.240112,-0.06983383,0.32117662,68.30139,76.13742,0.3013916,0.13742065,0.16397095,0.2133915
2016,2016-01-05,2739,True,76.0,22,54,9,20,23,37,11,31,8,6,3,8,15,2750,False,68.0,28,60,6,21,6,10,4,30,16,3,2,11,27,-0.08394573,0.08684935,-0.24712524,0.3172949,-0.3220307,-0.163327,-0.2205563,0.95360047,0.8212984,0.9383188,0.99431145,-0.1219276,-0.26167312,1.166082,1.6993651,0.8115043,0.40468618,0.044378787,1.9994298,0.456665,-0.3452973,0.71361244,0.8817107,0.90000117,0.3279164,0.18246731,0.0922861,-0.78329766,0.021611769,0.8894757,0.9703616,0.7736903,0.8746484,0.8917522,0.3487827,0.14515519,0.12671296,-0.7572749,0.04911678,0.8915188,0.39962807,-0.05164104,-0.028787665,-0.058740992,0.21618786,-0.2508383,0.31403476,0.33603817,0.037685126,0.059493836,0.038535595,0.113129996,0.52748275,0.28811166,-0.22717449,-0.3319596,-0.8478517,0.35175356,0.15119828,-0.7680705,-0.7953247,-0.08871173,1.0000694,0.19044083,0.13618821,0.11483113,0.1938562,0.2714449,-0.02403667,-0.7694189,-0.22937624,0.06606289,0.05495223,0.20388113,0.14888945,0.13161018,0.1763369,0.29285872,-0.004616518,-0.7370193,-0.17452577,0.3044524,-0.10779654,-0.068246946,0.16736884,0.03009463,-0.23403141,-0.16661634,0.07536051,0.33140332,0.017478915,-0.34223312,-0.50365806,0.09402464,-0.5959571,0.07512741,0.82046133,0.5146763,0.63220143,0.4581336,0.79887575,0.51189643,0.7578929,0.57436615,-0.58503544,0.2693089,-0.4970889,0.04036648,1.1897635,0.512459,1.7486717,0.7373346,1.466138,-0.09139342,-0.01978253,0.43138662,-0.11108249,0.12048278,2.269687,0.6766478,1.0259042,-0.21618363,-0.19439974,-0.24246202,-0.42880878,1.0270145,0.5694395,0.5616984,0.64846003,0.53582656,0.17212419,0.23663993,-0.056480043,0.2160837,-0.22621466,0.21738629,-0.6379707,-0.43024442,0.80416745,-0.4748564,0.9610694,0.3554135,0.80269355,0.54140323,0.59673756,0.43087196,0.5474069,0.56695205,0.62608963,0.54001385,0.17171264,0.2576527,-0.06972598,0.18597358,-0.21894015,0.24833082,-0.6349189,-0.40422717,0.7934814,-0.43968576,0.9098621,0.3918801,0.06703886,0.44027328,0.32117662,75.728325,67.97937,-0.2716751,-0.020629883,-0.25104523,0.21389769
2016,2015-11-17,2277,True,102.0,45,74,5,14,7,14,14,30,24,15,11,17,18,3168,False,62.0,22,62,6,22,12,17,13,21,18,8,3,25,19,-1.4227278,-1.2732394,-1.0296117,-1.9963387,-0.3220307,-2.3411763,-2.3548937,0.01585272,1.6121547,-0.02892619,0.9254328,-0.22819842,0.38761917,0.26270115,0.3150827,-0.2903147,-1.505436,-0.017807692,1.547645,-2.1678414,-1.2129449,0.67916197,0.6032962,0.5431706,-0.32403213,1.2669044,-0.6524038,-1.4423257,-1.1706449,-0.20836635,0.023872137,1.6109649,0.6132586,0.5529843,-0.32472944,1.253665,-0.6519917,-1.4357523,-1.1622211,-0.20365006,-1.9842933,-1.4624527,-1.187946,-1.2257638,-1.7266376,-0.9077825,-2.0947814,-2.1050088,-3.2719674,-3.2770844,-3.2338707,-3.4118955,-2.575872,-2.8290927,-2.794836,-2.879112,-2.8497722,-3.2528894,-2.9093966,-2.5867257,-2.0031655,-2.9634898,-3.192398,-3.4692962,-3.4708047,-3.3529317,-3.3832622,-3.3641245,-3.043541,-3.039417,-2.815569,-3.273555,-3.2785025,-3.4679801,-3.4694476,-3.3547485,-3.3849072,-3.3645754,-3.0408733,-3.0365784,-2.813055,-1.7200028,0.2819412,-1.4573148,-0.0770758,-1.3094294,0.25288606,-1.2310631,-0.16146824,-2.3183305,0.6591354,-0.8069638,-0.116482936,-2.5200558,-0.118998155,-2.5204113,3.6352673,-2.0536463,4.8935895,-1.301786,3.4927502,-2.0555048,4.653059,-1.7062857,2.1801639,-1.7889324,3.0619948,-1.6051956,2.868998,-1.6405536,3.0349362,-1.6640341,2.4496288,-2.0060325,2.2012799,-2.828479,2.8535461,-1.857228,3.514819,-0.7774945,-0.12467004,-2.6332893,1.9763626,-2.5834696,3.8313303,-1.7146827,4.4955444,-1.913003,4.451371,-1.9434217,3.6001709,-2.2642357,4.8980556,-1.5300804,3.2552786,-2.4461246,1.9143685,-2.7254643,2.081063,-2.554598,2.4934564,-1.9187487,3.638525,-2.0518842,4.8940983,-1.3032932,4.498609,-1.9075572,4.454237,-1.9380493,3.599467,-2.266842,4.895948,-1.5364647,3.2533514,-2.4472091,1.9138684,-2.7220254,2.080628,-2.5497615,2.4922085,-1.9153484,-0.15689728,-2.3193524,0.32117662,101.77766,62.069397,-0.22234344,0.06939697,-0.29174042,0.21553424
2016,2016-01-22,25,True,75.0,24,44,7,15,20,29,7,28,17,4,8,14,22,9,False,70.0,23,61,5,18,19,24,12,19,12,3,0,9,25,0.36231497,0.59688264,-0.051503617,0.43637896,0.88888764,1.0434264,1.067939,0.45686984,0.028407104,0.480838,0.19281414,0.09686548,0.08125715,0.3895865,0.54695976,0.20423563,0.99418116,0.04559821,-1.2693657,1.0284529,-0.16106217,0.5606124,0.1755278,0.16056322,0.5057114,0.06693421,0.47248933,-0.14744863,0.3884711,0.510611,0.43183035,0.027812416,0.18210338,0.16740003,0.47268274,0.059582993,0.48059058,-0.06417047,0.35061797,0.47608274,0.3494925,0.49097884,0.6335885,0.13576281,0.478315,0.18712448,1.1513039,1.1843287,0.5237476,0.36987814,0.40452847,0.50728196,0.4201671,0.6767705,0.7849032,0.7085439,0.6744422,0.45588756,-0.022835694,-0.3221168,0.16021158,-0.23687644,0.5646198,0.34711778,0.36623055,0.46084246,0.29220745,0.20507117,-0.29723272,0.3960253,0.46073413,0.53902614,0.40365732,0.3617653,0.37780306,0.46127188,0.31480828,0.20884216,-0.33657327,0.34449354,0.45874193,0.41301328,-0.4975343,0.4318175,-0.0770758,0.65520585,-0.23403141,0.046273027,-0.050793275,0.57097584,0.4452499,0.58722824,-0.18250464,1.2507982,-0.19798622,1.2770677,-0.16654377,0.5652405,-0.373997,0.25439346,-0.009286757,0.50510436,-0.39777836,0.4206007,-0.30661288,0.32611588,-0.58742654,0.4803839,-0.4185337,0.72214484,-0.22163679,0.75844616,-0.4684466,0.5510495,0.3981492,0.8028326,0.06156721,0.010646999,-0.7264061,-0.958476,0.70798576,0.7488988,0.10536424,-0.24076214,-0.11075846,0.6632349,-0.239336,0.30916223,-0.27504075,0.31374684,-0.0647944,0.54279137,-0.2680394,0.22093849,0.19938314,0.36755145,0.18138124,-0.2696591,-0.065345325,0.46036336,-0.00958376,0.5829919,-0.20587684,0.5622865,-0.41085234,0.27599534,-0.24990244,0.32187974,-0.28185028,0.3246277,-0.09633587,0.5265954,-0.3002035,0.23157094,0.20216672,0.37410024,0.2918617,-0.25108182,-0.04549326,0.4076145,-0.036486942,0.56250376,-0.065358974,0.47891763,0.32117662,75.208885,70.29718,0.2088852,0.29718018,-0.08829498,0.21582793
2011,2011-02-18,2710,True,61.0,24,47,6,22,7,13,8,22,14,3,5,15,19,140,False,66.0,19,46,8,20,20,26,8,16,13,8,2,10,14,1.1432712,-0.08316175,2.1003342,-0.8997729,0.2834285,-0.17287304,-0.04822445,-0.66987544,-0.053174157,-0.72985196,-0.5737221,-0.47763968,-0.7572764,-0.32649377,-0.14909144,-1.081748,-0.16476345,-0.73640734,-0.73010296,-0.64092946,0.04796577,0.22197744,-0.26226068,-0.25344434,-0.30397418,0.40039364,-0.05127072,0.4589371,-0.87483966,0.47039455,-0.7080032,0.029008966,-0.24508166,-0.2384928,-0.3640105,0.47781,-0.110287346,0.4781039,-0.9466737,0.35102782,-1.0589324,1.1421226,1.2959647,0.5247704,0.52842754,0.18712448,0.11327952,0.064601295,0.2367176,0.3755016,0.09549768,0.11644005,0.5974138,0.5801015,0.40932405,0.63570875,0.31298435,0.0453589,-0.41291136,-0.17491718,-0.14510377,0.31970292,0.41525042,0.2134902,0.2180053,0.30036294,0.445792,0.33384368,0.383356,0.3772764,0.7497757,0.2760966,0.39508098,0.23378581,0.23451862,0.32093653,0.4489779,0.35910168,0.37368953,0.3935351,0.744083,0.5096997,-0.10779654,1.1541327,-2.0326328,0.65520585,1.957097,1.4300538,-1.1877261,-0.21326451,0.017478915,0.27740777,-0.29714957,-0.028958915,-0.1205733,0.011247883,-0.86760956,-0.1956957,-0.44920728,0.21636555,-0.7579105,-0.319,-0.64126515,-0.21563755,-0.94160056,0.10967639,-1.1929721,-0.04637642,-0.6608606,0.077782854,-0.736998,0.32298797,-1.1835505,-0.40656722,-0.19829693,-0.05695355,-0.22351357,-0.6683153,-0.42694595,-0.54452455,-0.40404788,-0.49537474,-0.28123015,0.23440982,-0.23994727,0.38713333,-0.47751015,0.0053317673,-0.4755478,0.012663572,-0.633024,0.035614543,-0.1467642,0.48723555,-0.42969775,0.18418078,-0.006541328,0.49010256,-1.1481918,-0.23421706,-0.3170709,0.7451876,-0.9439878,-0.19053338,-0.40060785,0.27104473,-0.48489442,0.026845096,-0.48061767,0.030643875,-0.71224356,0.018498896,-0.08223214,0.52798647,-0.5123856,0.17037919,0.019622175,0.49434718,-1.2254089,-0.2631774,-0.4109968,0.6744811,-1.289835,-0.32451567,0.32117662,61.28821,66.04492,0.28821182,0.044921875,0.24328995,0.21929738
2026,2025-11-20,2771,True,72.0,23,49,6,22,20,31,10,16,13,9,2,10,19,311,False,65.0,20,43,4,15,21,30,14,21,12,6,2,17,24,-1.0880324,-1.1032283,-0.6383685,-1.0564251,0.2834285,-0.102649055,-0.1326716,0.01585272,0.98564833,-0.6236511,0.11141207,1.6138299,1.9590445,0.9817188,0.44362321,0.021068912,-0.71851945,-0.6241261,0.07934462,-0.11440818,0.02504021,0.7351438,0.17548707,0.107328065,0.041642725,1.1304878,-0.23070629,0.04438212,-0.2265403,0.47812343,0.037390683,0.9818536,0.1825039,0.11593976,0.057636563,1.1156586,-0.20674087,0.06585767,-0.1997404,0.46838537,-1.0153027,-1.0283568,-1.187946,-0.44774857,-1.7266376,-0.031856924,0.85412806,0.82620424,-0.39613226,0.2658398,-0.4001175,-0.12021668,-0.20877236,0.18698087,-0.3653081,-0.21958522,-1.1554384,-0.044757172,-0.39340764,0.57240385,0.823182,0.13209198,0.8177882,0.12698628,0.19186918,-0.28654414,0.3573348,-0.048482336,0.26525247,-1.1936826,0.076143615,-0.3842551,0.26672944,0.13440792,0.2006816,-0.28032538,0.34913743,-0.04291071,0.26705632,-1.1776696,0.08568295,-1.7200028,-0.10779654,-1.0683758,0.16736884,-1.2201278,-0.23403141,-0.59239507,0.6082252,-1.7442217,0.23136443,0.12249755,-1.0237689,0.44419742,-1.0429733,0.40941522,0.45271394,-0.24145834,0.5494461,0.6759141,-0.12348361,-0.5765323,0.23407935,-0.020311248,1.5179714,0.79405856,1.4523447,1.2056544,1.166655,0.32004005,0.5843803,0.10752774,1.1071638,-0.7352245,-0.599322,-0.40103084,-0.14658694,-0.5940082,-0.44193375,0.42063683,-0.7693884,0.44928518,-0.11191068,0.09964177,-0.22440828,0.9199881,0.0117224045,0.16864969,-0.12335946,0.17594934,0.3723256,-0.15868622,0.5938652,0.7981271,-0.15654081,-0.14696798,-0.23564501,0.19447267,1.0207343,-0.87724406,0.32764176,0.3186291,0.45830974,-0.2230402,0.54528147,0.67455685,0.009537089,0.17694385,-0.12559284,0.18591976,0.37971294,-0.14685677,0.5912855,0.7850978,-0.14069568,-0.13138843,-0.21895899,0.20713902,1.025552,-0.8530804,0.31015208,0.31940347,0.6293377,-1.7240412,0.32117662,71.76736,64.70557,-0.23264313,-0.2944336,0.061790466,0.2195693
